ID Usuario,subject,fecha_recepcion_requerimiento,descriptions_anonymized
0010260,Software no responde y el ventilador hace mucho ruido.,2022-10-23 18:55:02,"problema: hoy ha ocurrido lo siguiente: software no responde y el ventilador hace mucho ruido.. contacto: XY, XY."
0010090,Problemas de licencias de software.,2022-02-11 14:00:18,XY (global innovations) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: problemas de licencias de software.
0010210,"Estoy realmente frustrado, mi equipo no funciona desde hace días.",2023-04-16 15:46:54,"reporte de global innovations por parte de XY: he notado que desde la semana pasada: estoy realmente frustrado, mi equipo no funciona desde hace días."
0010093,"No enciende, posible problema de fuente de poder.",2023-02-16 00:00:43,"reporte de XY por parte de XY: he notado que desde la semana pasada: no enciende, posible problema de fuente de poder."
0010146,"El ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.",2023-08-18 06:54:54,"el ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.. y para colmo, el disco duro está lleno.. atentamente, XY cala de data dynamics."
0010096,Estoy perdiendo la paciencia con este dispositivo.,2023-03-13 08:45:50,soy XY de digital edge y tengo el siguiente problema: el problema se presenta desde hace unos días: estoy perdiendo la paciencia con este dispositivo.
0010090,"Error de sistema, disco duro lleno y necesidad de nuevo software.",2023-03-18 18:10:42,"XY (future systems) reporta el siguiente inconveniente: error de sistema, disco duro lleno y necesidad de nuevo software."
0010221,Problemas con el rendimiento de la batería y sobrecalentamiento constante.,2022-04-07 05:12:16,soy XY cala de secureit y tengo el siguiente problema: el problema se presenta desde hace unos días: problemas con el rendimiento de la batería y sobrecalentamiento constante.
0010192,"No enciende, problemas de audio y cámara web no funciona.",2022-12-26 03:09:16,"problema: recientemente he tenido un inconveniente: no enciende, problemas de audio y cámara web no funciona.. a esto se suma el inconveniente de que ¿pueden revisar si tengo algún virus?. contacto: XY, networks corp."
0010138,Mensajes de error constantes y el disco duro está lleno.,2023-12-29 23:14:50,"XY (XY) reporta el siguiente inconveniente: esto comenzó hace un par de horas: mensajes de error constantes y el disco duro está lleno.. a esto se suma el inconveniente de que no enciende, posible problema de fuente de poder."
0010043,Actualizaciones del sistema operativo pendientes o fallidas.,2022-12-25 11:47:52,josefa XY (digital edge) reporta el siguiente inconveniente: actualizaciones del sistema operativo pendientes o fallidas.
0010114,Conexión a red cableada falla.,2022-04-17 06:48:54,soy XY mosquera de cloud services y tengo el siguiente problema: conexión a red cableada falla.
0010000,Propuesta para nueva funcionalidad en la plataforma de e-commerce.,2023-06-17 15:30:31,"problema: he notado que desde la semana pasada: propuesta para nueva funcionalidad en la plataforma de e-commerce.. contacto: XY, secureit."
0010114,"Mi pantalla parpadea constantemente, me está causando dolor de cabeza. ¿Se puede reparar o necesito una nueva?",2022-04-02 15:16:38,"reporte de future systems por parte de XY mosquera: hoy ha ocurrido lo siguiente: mi pantalla parpadea constantemente, me está causando dolor de cabeza. ¿se puede reparar o necesito una nueva?"
0010059,La impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿Qué hago?,2022-07-03 13:50:31,reporte de networks corp por parte de XY mosquera: recientemente he tenido un inconveniente: la impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿qué hago?
0010084,"Fallo en disco duro, pérdida de datos.",2022-04-28 11:55:01,"problema: fallo en disco duro, pérdida de datos.. contacto: XY, future systems."
0010239,Puertos USB no reconocen dispositivos y archivos corruptos.,2022-01-01 09:18:11,XY (global innovations) reporta el siguiente inconveniente: puertos usb no reconocen dispositivos y archivos corruptos.
0010008,El antivirus detecta amenazas pero no las elimina.,2022-01-03 23:33:25,"el antivirus detecta amenazas pero no las elimina.. además, también he notado que necesitamos una nueva herramienta para la automatización de procesos internos.. atentamente, XY de cloud services."
0010065,"No enciende, posible problema de fuente de poder.",2023-09-10 18:05:21,"desde cloud services, XY cala informa: esto comenzó hace un par de horas: no enciende, posible problema de fuente de poder."
0010137,Problemas con el teclado o el ratón.,2023-04-18 21:14:24,"problema: recientemente he tenido un inconveniente: problemas con el teclado o el ratón.. contacto: XY, digital edge."
0010067,La red local es inaccesible.,2022-07-05 13:19:14,"problema: hoy ha ocurrido lo siguiente: la red local es inaccesible.. contacto: XY, XY."
0010002,No puedo instalar nuevas aplicaciones.,2023-01-07 19:30:06,reporte de networks corp por parte de XY: he notado que desde la semana pasada: no puedo instalar nuevas aplicaciones.
0010207,El teclado y el ratón no funcionan después de una actualización.,2022-04-29 21:21:19,"he notado que desde la semana pasada: el teclado y el ratón no funcionan después de una actualización.. atentamente, XY de code builders."
0010217,El disco duro está lleno.,2023-08-24 13:32:21,"el disco duro está lleno.. atentamente, XY funes de code builders."
0010120,"Estoy muy preocupado por la seguridad de mis datos, ¿pueden ayudarme a recuperarlos?",2022-03-06 01:59:48,"problema: estoy muy preocupado por la seguridad de mis datos, ¿pueden ayudarme a recuperarlos?. contacto: XY valderrama, digital edge."
0010281,Fallo en el disco duro y problemas con el sistema operativo.,2023-08-29 09:53:13,"problema: fallo en el disco duro y problemas con el sistema operativo.. contacto: XY, XY."
0010008,¿Hay alguna forma de hacer un diagnóstico remoto?,2023-11-05 13:56:51,"problema: he notado que desde la semana pasada: ¿hay alguna forma de hacer un diagnóstico remoto?. también quiero reportar que ¿me pueden agendar una cita para resolverlo lo antes posible?. contacto: XY, cloud services."
0010107,"No enciende, sin señal de video y disco duro defectuoso.",2023-09-26 08:52:37,"problema: esto comenzó hace un par de horas: no enciende, sin señal de video y disco duro defectuoso.. contacto: XY cala, cloud services."
0010015,"Copia de seguridad fallida, datos perdidos y problemas de seguridad.",2022-10-09 14:58:16,"soy XY funes de global innovations y tengo el siguiente problema: copia de seguridad fallida, datos perdidos y problemas de seguridad."
0010002,Problemas con el teclado o el ratón.,2023-10-25 00:35:46,"XY (data dynamics) reporta el siguiente inconveniente: problemas con el teclado o el ratón.. y para colmo, por favor, envíen a a un técnico a mi oficina."
0010148,"Batería agotada rápidamente, sobrecalentamiento y fallos de energía.",2022-12-07 00:15:28,"reporte de XY por parte de XY valderrama: batería agotada rápidamente, sobrecalentamiento y fallos de energía."
0010230,Estoy perdiendo la paciencia con este dispositivo.,2023-07-01 11:59:25,"desde digital edge, XY informa: el problema se presenta desde hace unos días: estoy perdiendo la paciencia con este dispositivo.. y para colmo, software no responde y el ventilador hace mucho ruido."
0010012,Monitor externo no detectado y no hay señal de video.,2023-06-22 01:44:58,"desde XY, XY informa: he notado que desde la semana pasada: monitor externo no detectado y no hay señal de video."
0010297,"Esto es inaceptable, mi trabajo depende de esto.",2022-06-30 22:16:53,"soy XY de code builders y tengo el siguiente problema: el problema se presenta desde hace unos días: esto es inaceptable, mi trabajo depende de esto.. también quiero reportar que problemas de conectividad wifi intermitente."
0010117,No puedo acceder a la red compartida.,2023-08-19 13:13:12,"desde global innovations, XY informa: recientemente he tenido un inconveniente: no puedo acceder a la red compartida.. también quiero reportar que mi laptop no enciende y tengo una presentación importante mañana, ¡ayuda!"
0010081,El disco duro emite ruidos extraños y hay lentitud general.,2022-02-08 07:13:54,"desde code builders, XY cala informa: he notado que desde la semana pasada: el disco duro emite ruidos extraños y hay lentitud general."
0010260,Me siento impotente ante estos fallos continuos.,2023-12-27 18:18:52,"el problema se presenta desde hace unos días: me siento impotente ante estos fallos continuos.. atentamente, XY de future systems."
0010254,Se ha borrado información accidentalmente.,2023-07-01 03:43:55,"problema: se ha borrado información accidentalmente.. contacto: XY, global innovations."
0010138,Necesito que esto esté funcionando para mañana.,2023-04-26 06:33:12,"desde secureit, XY informa: he notado que desde la semana pasada: necesito que esto esté funcionando para mañana."
0010102,"Batería no carga, sobrecalentamiento y pantalla con píxeles muertos.",2023-01-16 08:45:30,"desde secureit, XY informa: el problema se presenta desde hace unos días: batería no carga, sobrecalentamiento y pantalla con píxeles muertos."
0010053,"Software no responde, se congela frecuentemente.",2023-10-19 21:11:26,"desde future systems, XY mosquera informa: software no responde, se congela frecuentemente."
0010037,El equipo no responde y la pantalla está en negro.,2023-04-27 01:30:05,"problema: el equipo no responde y la pantalla está en negro.. contacto: XY, code builders."
0010270,Pantalla parpadea y rendimiento general bajo.,2022-08-12 18:07:08,"pantalla parpadea y rendimiento general bajo.. atentamente, XY de XY."
0010244,No se puede abrir ningún programa y el sistema está congelado.,2023-11-20 03:44:47,reporte de code builders por parte de XY: recientemente he tenido un inconveniente: no se puede abrir ningún programa y el sistema está congelado.
0010086,Necesito saber si esto tiene garantía.,2022-01-12 15:37:04,XY (code builders) reporta el siguiente inconveniente: el problema se presenta desde hace unos días: necesito saber si esto tiene garantía.
0010221,Impresora no detectada o no imprime.,2023-06-25 06:48:34,"problema: impresora no detectada o no imprime.. además, también he notado que por favor, envíen a a un técnico a mi oficina.. contacto: XY cala, networks corp."
0010298,"Software no responde, sistema lento y fallo en disco duro.",2022-09-18 16:53:49,"soy XY funes de digital edge y tengo el siguiente problema: hoy ha ocurrido lo siguiente: software no responde, sistema lento y fallo en disco duro."
0010124,"Impresora offline, problemas de conectividad y archivos corruptos.",2022-10-26 08:39:08,"impresora offline, problemas de conectividad y archivos corruptos.. atentamente, XY funes de future systems."
0010013,Pantalla con píxeles muertos.,2022-09-08 21:50:24,XY (digital edge) reporta el siguiente inconveniente: he notado que desde la semana pasada: pantalla con píxeles muertos.
0010032,"Por favor, envíen a a un técnico a mi oficina.",2023-05-30 08:16:17,"XY (global innovations) reporta el siguiente inconveniente: por favor, envíen a a un técnico a mi oficina."
0010165,Desarrollo de una nueva aplicación: sistema de gestión de inventario.,2022-08-09 00:12:11,XY asprilla (digital edge) reporta el siguiente inconveniente: desarrollo de una nueva aplicación: sistema de gestión de inventario.
0010278,"Sistema operativo lento, necesita optimización.",2023-03-10 19:39:49,"soy XY funes de networks corp y tengo el siguiente problema: sistema operativo lento, necesita optimización."
