ID Usuario,subject,fecha_recepcion_requerimiento,descriptions_anonymized,tipo_mantenimiento
10163,Error al iniciar sesión y contraseña olvidada.,2022-03-28 20:47:50,XY (networks corp) reporta el siguiente inconveniente: esto comenzó hace un par de horas: error al iniciar sesión y contraseña olvidada.,Mantenimiento Correctivo
10245,"Estoy muy preocupado por la seguridad de mis datos, ¿pueden ayudarme a recuperarlos?",2023-11-25 01:15:40,"reporte de cloud services por parte de XY: esto comenzó hace un par de horas: estoy muy preocupado por la seguridad de mis datos, ¿pueden ayudarme a recuperarlos?. también quiero reportar que quiero solicitar una mejora en la interfaz de usuario del software actual.",Mantenimiento Correctivo
10164,"Quiero hablar con un supervisor, esto no puede seguir así.",2023-07-07 20:20:15,"hoy ha ocurrido lo siguiente: quiero hablar con un supervisor, esto no puede seguir así.. atentamente, XY de code builders.",Mantenimiento Correctivo
10056,"Rendimiento bajo, ventilador ruidoso y teclado defectuoso.",2023-08-21 05:28:05,"soy josefa XY de XY y tengo el siguiente problema: rendimiento bajo, ventilador ruidoso y teclado defectuoso.",Mantenimiento Correctivo
10073,Conexión a red cableada falla y el sistema se reinicia.,2022-05-24 01:47:29,"he notado que desde la semana pasada: conexión a red cableada falla y el sistema se reinicia.. atentamente, XY de XY.",Mantenimiento Correctivo
10078,"Mi pantalla parpadea constantemente, me está causando dolor de cabeza. ¿Se puede reparar o necesito una nueva?",2023-10-27 11:46:21,"desde future systems, XY informa: mi pantalla parpadea constantemente, me está causando dolor de cabeza. ¿se puede reparar o necesito una nueva?. a esto se suma el inconveniente de que puertos usb inoperativos, falta de espacio y rendimiento deficiente.",Mantenimiento Correctivo
10142,Necesita actualización de hardware/software.,2023-02-28 14:29:44,"desde cloud services, XY informa: recientemente he tenido un inconveniente: necesita actualización de hardware/software.",Mantenimiento Correctivo
10160,Problemas de licencias de software.,2022-04-19 01:47:02,soy XY valderrama de digital edge y tengo el siguiente problema: problemas de licencias de software.,Mantenimiento Correctivo
10208,"Software no responde, se congela frecuentemente.",2022-03-11 03:50:11,"problema: software no responde, se congela frecuentemente.. contacto: XY, XY.",Mantenimiento Correctivo
10081,El ventilador hace mucho ruido y el equipo se calienta demasiado.,2022-10-14 03:56:01,"he notado que desde la semana pasada: el ventilador hace mucho ruido y el equipo se calienta demasiado.. atentamente, XY cala de global innovations.",Mantenimiento Correctivo
10060,Estoy perdiendo la paciencia con este dispositivo.,2022-05-10 09:19:52,"problema: he notado que desde la semana pasada: estoy perdiendo la paciencia con este dispositivo.. y para colmo, wifi intermitente, impresora no detectada y problemas de seguridad.. contacto: XY asprilla, secureit.",Mantenimiento Correctivo
10005,"El ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.",2023-04-20 14:49:00,"XY (cloud services) reporta el siguiente inconveniente: esto pasa desde ayer: el ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.. además, también he notado que no enciende, posible problema de fuente de poder.",Mantenimiento Correctivo
10141,Estoy muy preocupado por la pérdida de mis datos.,2022-10-28 07:50:48,"desde data dynamics, XY informa: estoy muy preocupado por la pérdida de mis datos.",Mantenimiento Correctivo
10035,Acceso a red compartida denegado y problemas de correo electrónico.,2023-08-03 19:55:30,XY funes (future systems) reporta el siguiente inconveniente: acceso a red compartida denegado y problemas de correo electrónico.,Mantenimiento Correctivo
10063,Micrófono no detectado.,2023-04-21 14:39:38,"hoy ha ocurrido lo siguiente: micrófono no detectado.. atentamente, XY de future systems.",Mantenimiento Correctivo
10053,Problemas de Bluetooth y se borró información.,2023-06-25 03:06:59,"reporte de XY por parte de XY mosquera: recientemente he tenido un inconveniente: problemas de bluetooth y se borró información.. además, también he notado que necesito una solución rápida, esto está afectando mi productividad.",Mantenimiento Correctivo
10279,El disco duro emite ruidos extraños y hay lentitud general.,2022-09-28 11:44:24,"el disco duro emite ruidos extraños y hay lentitud general.. y para colmo, impresora no imprime y problemas de conectividad wifi.. atentamente, XY de global innovations.",Mantenimiento Correctivo
10261,Problemas de licencias de software.,2022-09-09 08:15:57,"recientemente he tenido un inconveniente: problemas de licencias de software.. además, también he notado que me siento impotente ante estos fallos continuos.. atentamente, XY de digital edge.",Mantenimiento Correctivo
10170,Se ha olvidado la contraseña de usuario.,2022-10-31 00:52:50,"problema: he notado que desde la semana pasada: se ha olvidado la contraseña de usuario.. contacto: XY, future systems.",Mantenimiento Correctivo
10007,"Batería agotada rápidamente, sobrecalentamiento y fallos de energía.",2022-05-07 02:52:21,"soy XY de secureit y tengo el siguiente problema: esto comenzó hace un par de horas: batería agotada rápidamente, sobrecalentamiento y fallos de energía.",Mantenimiento Correctivo
10243,Problemas con el teclado o el ratón.,2022-09-11 23:25:41,"problemas con el teclado o el ratón.. también quiero reportar que pantalla con píxeles muertos.. atentamente, XY de global innovations.",Mantenimiento Correctivo
10279,El sistema se reinicia constantemente.,2023-10-25 13:50:59,soy XY de XY y tengo el siguiente problema: esto comenzó hace un par de horas: el sistema se reinicia constantemente.,Mantenimiento Correctivo
10245,"Mi pantalla parpadea constantemente, me está causando dolor de cabeza. ¿Se puede reparar o necesito una nueva?",2022-05-03 03:53:26,"problema: hoy ha ocurrido lo siguiente: mi pantalla parpadea constantemente, me está causando dolor de cabeza. ¿se puede reparar o necesito una nueva?. contacto: XY, networks corp.",Mantenimiento Correctivo
10064,"Software se congela, lentitud y fallo en disco duro.",2022-03-29 17:17:54,"desde XY, XY informa: hoy ha ocurrido lo siguiente: software se congela, lentitud y fallo en disco duro.",Mantenimiento Correctivo
10016,"Teclado no funciona, ratón se traba y pantalla con problemas.",2023-10-19 19:23:03,"soy XY de future systems y tengo el siguiente problema: hoy ha ocurrido lo siguiente: teclado no funciona, ratón se traba y pantalla con problemas.",Mantenimiento Correctivo
10241,"Software se congela, lentitud y fallo en disco duro.",2022-12-22 17:23:37,"soy XY de XY y tengo el siguiente problema: software se congela, lentitud y fallo en disco duro.. y para colmo, la batería se descarga muy rápido y el equipo se sobrecalienta.",Mantenimiento Correctivo
10022,El equipo no enciende y la pantalla tiene píxeles muertos.,2022-12-08 20:10:32,"desde digital edge, XY informa: el equipo no enciende y la pantalla tiene píxeles muertos.",Mantenimiento Correctivo
10249,"Por favor, envíen a a un técnico a mi oficina.",2022-04-01 18:43:56,"XY (networks corp) reporta el siguiente inconveniente: he notado que desde la semana pasada: por favor, envíen a a un técnico a mi oficina.",Mantenimiento Correctivo
10210,Equipo se reinicia y monitor externo no detectado.,2023-12-22 22:30:31,reporte de networks corp por parte de XY: equipo se reinicia y monitor externo no detectado.,Mantenimiento Correctivo
10082,"No enciende, problemas de audio y cámara web no funciona.",2022-02-04 09:27:18,"soy XY de cloud services y tengo el siguiente problema: el problema se presenta desde hace unos días: no enciende, problemas de audio y cámara web no funciona.",Mantenimiento Correctivo
10232,El equipo está infectado con un virus y el antivirus no lo detecta.,2022-11-01 17:27:08,"problema: recientemente he tenido un inconveniente: el equipo está infectado con un virus y el antivirus no lo detecta.. contacto: XY, secureit.",Mantenimiento Correctivo
10300,¿Hay alguna forma de hacer un diagnóstico remoto?,2022-12-27 20:55:18,XY (networks corp) reporta el siguiente inconveniente: hoy ha ocurrido lo siguiente: ¿hay alguna forma de hacer un diagnóstico remoto?,Mantenimiento Correctivo
10101,Software de ofimática no se abre.,2022-12-29 23:12:38,reporte de XY por parte de josefa XY: el problema se presenta desde hace unos días: software de ofimática no se abre.. a esto se suma el inconveniente de que el antivirus detecta amenazas pero no las elimina.,Mantenimiento Correctivo
10202,Puerto USB no reconoce dispositivos.,2022-05-25 20:47:16,soy XY de global innovations y tengo el siguiente problema: recientemente he tenido un inconveniente: puerto usb no reconoce dispositivos.,Mantenimiento Correctivo
10091,No puedo acceder a la red compartida.,2023-12-25 15:18:12,"hoy ha ocurrido lo siguiente: no puedo acceder a la red compartida.. atentamente, XY de code builders.",Mantenimiento Correctivo
10065,Problemas con la tarjeta de red inalámbrica.,2023-11-28 22:49:37,"desde XY, XY cala informa: esto comenzó hace un par de horas: problemas con la tarjeta de red inalámbrica.",Mantenimiento Correctivo
10041,"Esto es inaceptable, necesito una solución de inmediato o cancelaré el servicio.",2023-07-25 18:22:09,"problema: el problema se presenta desde hace unos días: esto es inaceptable, necesito una solución de inmediato o cancelaré el servicio.. contacto: XY, XY.",Mantenimiento Correctivo
10130,"Batería no carga, sobrecalentamiento y pantalla con píxeles muertos.",2023-10-01 11:53:29,"desde global innovations, XY informa: esto comenzó hace un par de horas: batería no carga, sobrecalentamiento y pantalla con píxeles muertos.. a esto se suma el inconveniente de que acceso a red compartida denegado y problemas de correo electrónico.",Mantenimiento Correctivo
10212,La batería se descarga muy rápido y el equipo se sobrecalienta.,2023-11-29 23:55:42,reporte de data dynamics por parte de XY: la batería se descarga muy rápido y el equipo se sobrecalienta.,Mantenimiento Correctivo
10267,Conexión a red cableada falla y el sistema se reinicia.,2022-01-25 05:13:38,reporte de global innovations por parte de XY funes: hoy ha ocurrido lo siguiente: conexión a red cableada falla y el sistema se reinicia.,Mantenimiento Correctivo
10193,No puedo instalar nuevas aplicaciones.,2023-12-29 00:49:42,reporte de data dynamics por parte de XY cala: he notado que desde la semana pasada: no puedo instalar nuevas aplicaciones.,Mantenimiento Correctivo
10063,No puedo instalar nuevas aplicaciones.,2023-06-01 02:07:01,soy XY de cloud services y tengo el siguiente problema: el problema se presenta desde hace unos días: no puedo instalar nuevas aplicaciones.. también quiero reportar que necesidad de instalar nuevo software.,Mantenimiento Correctivo
10129,Problemas con la tarjeta de red inalámbrica.,2023-10-14 10:37:22,"desde data dynamics, XY informa: recientemente he tenido un inconveniente: problemas con la tarjeta de red inalámbrica.. a esto se suma el inconveniente de que ¿por qué siempre me pasa esto a mí?",Mantenimiento Correctivo
10139,Teclas pegajosas o que no responden y el touchpad salta.,2022-09-29 06:58:48,"desde data dynamics, XY valderrama informa: el problema se presenta desde hace unos días: teclas pegajosas o que no responden y el touchpad salta.. a esto se suma el inconveniente de que el wifi es intermitente y el sistema está lento.",Mantenimiento Correctivo
10203,Impresora no imprime y problemas de conectividad WiFi.,2023-09-15 13:49:47,soy XY funes de future systems y tengo el siguiente problema: impresora no imprime y problemas de conectividad wifi.,Mantenimiento Correctivo
10061,Batería no carga correctamente.,2022-09-21 06:57:40,"he notado que desde la semana pasada: batería no carga correctamente.. y para colmo, batería se descarga muy rápido y el equipo se apaga.. atentamente, XY de networks corp.",Mantenimiento Correctivo
10148,Error en la actualización de seguridad.,2022-08-10 15:04:23,reporte de secureit por parte de XY valderrama: error en la actualización de seguridad.,Mantenimiento Correctivo
10166,Problemas con el teclado o el ratón.,2022-07-19 02:35:29,XY (future systems) reporta el siguiente inconveniente: esto pasa desde ayer: problemas con el teclado o el ratón.,Mantenimiento Correctivo
10102,Cámara web no funciona.,2023-04-06 07:06:08,"problema: hoy ha ocurrido lo siguiente: cámara web no funciona.. contacto: XY, XY.",Mantenimiento Correctivo
